LogicalName,Label,SchemaName,IsCustomEntity,IsActivity,Description
qrt_assetcontract,Asset Contract,qrt_assetcontract,True,False,Table for managing Asset Contract data.
qrt_assetmanagementrequests,AM Requests,qrt_assetmanagementrequests,True,True,Table for managing Asset Management Requests activities.
qrt_assetproforma,Asset Proforma,qrt_assetproforma,True,False,Table for managing Asset Proforma data.
qrt_bidissuance,Bid Issuance,qrt_bidissuance,True,True,Table for managing Bid Issuance activities.
qrt_bidpackage,Bid Package,qrt_BidPackage,True,False,
qrt_bidpackage_account,qrt_bidpackage_account,qrt_BidPackage_Account,True,False,
qrt_bidpackage_msdyn_project,qrt_bidpackage_msdyn_project,qrt_BidPackage_msdyn_project,True,False,
qrt_bonds,Bonds,qrt_bonds,True,False,Table for managing Bonds data.
qrt_constructionrequests,Construction Reqs,qrt_constructionrequests,True,True,Table for managing Construction Requests activities.
qrt_costcodes,Cost Codes,qrt_CostCodes,True,False,
qrt_departmentheadsmeetingagenda,Department Heads Meeting Agenda,qrt_DepartmentHeadsMeetingAgenda,True,False,
qrt_designrequests,Design Requests,qrt_designrequests,True,True,Table for managing Design Requests activities.
qrt_developmentrequests,Development Reqs,qrt_developmentrequests,True,True,Table for managing Development Requests activities.
qrt_engineeringrequests,Engineering Reqs,qrt_engineeringrequests,True,True,Table for managing Engineering Requests activities.
qrt_epca,EPCA,qrt_EPCA,True,False,
qrt_epcamilestones,EPCA Milestones,qrt_EPCAMilestones,True,False,
qrt_equipment,Equipment,qrt_equipment,True,False,Table for managing Equipment data.
qrt_equipmentskuquotes,Equipment SKU Quotes,qrt_equipmentskuquotes,True,False,Table for managing Equipment SKU Quotes data.
qrt_equipmentskus,Equipment SKUs,qrt_equipmentskus,True,False,Table for managing Equipment SKUs data.
qrt_estimateresquests,Estimate Requests,qrt_estimateresquests,True,True,Table for managing Estimate Requests activities.
qrt_financerequests,Finance Requests,qrt_financerequests,True,True,Table for managing Finance Requests activities.
qrt_flowconfiguration,Flow Configuration,qrt_FlowConfiguration,True,False,
qrt_geotechreview,Geotech Review,qrt_GeotechReview,True,False,
qrt_icrequest,IC Request,qrt_ICRequest,True,False,
qrt_incentiveprogram,Incentive Program,qrt_incentiveprogram,True,False,Table for managing Incentive Program data.
qrt_incentives,Incentives,qrt_incentives,True,False,Table for managing Incentives data.
qrt_interconnectionagreementsandpayments,IX Agreements,qrt_interconnectionagreementsandpayments,True,False,Table for managing Interconnection Agreements & Payments data.
qrt_interconnectionapplicationsstudies,IX Applications,qrt_interconnectionapplicationsstudies,True,False,Table for managing Interconnection Applications & Studies data.
qrt_legalrequests,Legal Requests,qrt_legalrequests,True,True,Table for managing Legal Requests activities.
qrt_originationnotes,Origination Notes,qrt_OriginationNotes,True,False,
qrt_permits,Permits,qrt_permits,True,False,Table for managing Permits data.
qrt_portfolio,Portfolio,qrt_Portfolio,True,False,
qrt_procurementrequests,Procurement Reqs,qrt_procurementrequests,True,True,Table for managing Procurement Requests activities.
qrt_schedulerequests,Schedule Requests,qrt_ScheduleRequests,True,True,
qrt_scheduletasks,Schedule Tasks,qrt_ScheduleTasks,True,False,
qrt_sharepointfolderstructure,Sharepoint Folder Structure,qrt_SharepointFolderStructure,True,False,
qrt_sitecontrol,Site Control,qrt_sitecontrol,True,False,Table for managing site control data.
qrt_studies,Studies,qrt_studies,True,False,Table for managing Studies data.
qrt_submittals,Submittals,qrt_Submittals,True,False,
qrt_taskconfigrule,Task Config Rule,qrt_taskconfigrule,True,False,Task Config Rule
qrt_taskconfiguration,Task Configuration,qrt_taskconfiguration,True,False,Task Configuration
qrt_taskrules,Task Rules,qrt_TaskRules,True,False,
qrt_titleandalta,Title & ALTA,qrt_titleandalta,True,False,Table for managing Title & ALTA data.
queue,Queue,Queue,False,False,"A list of records that require action, such as accounts, activities, and cases."
queueitemcount,QueueItemCount,QueueItemCount,False,False,For internal use only.
queuemembercount,QueueMemberCount,QueueMemberCount,False,False,For internal use only.
queuemembership,queuemembership,QueueMembership,False,False,
ratingmodel,Rating Model,RatingModel,False,False,Represents a model to evaluate skills or other related entities.
ratingvalue,Rating Value,RatingValue,False,False,A unique value associated with a rating model that allows providing a user friendly rating value.
recentlyused,Recently Used,recentlyused,True,False,Most recently used data table.
recommendeddocument,Document Suggestions,RecommendedDocument,False,False,Document Suggestions
reconciliationentityinfo,ReconciliationEntityInfo,reconciliationentityinfo,True,False,Table level details of the data lake reconciliation process. For internal use only.
reconciliationentitystepinfo,ReconciliationEntityStepInfo,reconciliationentitystepinfo,True,False,Step level details of the data lake reconciliation process. For internal use only.
reconciliationinfo,ReconciliationInfo,reconciliationinfo,True,False,Information about data lake reconciliation operation. For internal use only.
recordcountsnapshot,recordcountsnapshot,RecordCountSnapshot,False,False,
recordfilter,Record Filter,RecordFilter,True,False,Record Access Filter
recurrencerule,Recurrence Rule,RecurrenceRule,False,False,Recurrence Rule represents the pattern of incidence of recurring entities.
recyclebinconfig,Restore Deleted Records Configuration,RecycleBinConfig,True,False,Holds Restore Deleted Records configuration for entities
relationshipattribute,Relationship Attribute,RelationshipAttribute,False,False,Stores relationship attributes mapping for Multi-predicate relationship
relationshiprole,Relationship Role,RelationshipRole,False,False,Relationship between an account or contact and an opportunity.
relationshiprolemap,Relationship Role Map,RelationshipRoleMap,False,False,Mapping of the primary associated objects between which the relationship role is valid.
replicationbacklog,Replication Backlog,ReplicationBacklog,False,False,Entity to hold replication backlog tasks. For internal use only.
report,Report,Report,False,False,Data summary in an easy-to-read layout.
reportparameter,Report Parameter,ReportParameter,True,False,
retaineddataexcel,RetainedData Excel,retaineddataexcel,True,False,A Place holder entity to save excel file for each exportretaineddata custom api requests.
retentioncleanupinfo,RetentionCleanupInfo,retentioncleanupinfo,True,False,Holds watermark information about retention cleanup operations. For internal use only.
retentioncleanupoperation,RetentionCleanupOperation,retentioncleanupoperation,True,False,Holds data of cleanup operations such as reconcile and purge.  For internal use only.
retentionconfig,RetentionConfig,retentionconfig,True,False,Holds retention policies for a table.
retentionfailuredetail,RetentionFailureDetail,retentionfailuredetail,True,False,Retention failure details.
retentionoperation,RetentionOperation,retentionoperation,True,False,Retention policy execution details.
retentionoperationdetail,RetentionOperationDetail,retentionoperationdetail,True,False,Table level details of retention execution.
retentionsuccessdetail,RetentionSuccessDetail,retentionsuccessdetail,True,False,Retention Success details.
revokeinheritedaccessrecordstracker,RevokeInheritedAccessRecordsTracker,revokeinheritedaccessrecordstracker,True,False,
ribbonclientmetadata,Ribbon Client Metadata.,RibbonClientMetadata,False,False,A ribbon client metadata.
ribbonmetadatatoprocess,Ribbon Metadata To Process,RibbonMetadataToProcess,False,False,Container for Ribbon Metadata To Process
roleeditorlayout,RoleEditorLayout,RoleEditorLayout,True,False,
roletemplate,Role Template,RoleTemplate,False,False,Template for a role. Defines initial attributes that will be used when creating a new role.
roletemplateprivileges,roletemplateprivileges,RoleTemplatePrivileges,False,False,
rollupfield,Rollup Field,RollupField,False,False,Field to be rolled up to calculate the actual and in-progress values against the goal.
rollupjob,Rollup Job,RollupJob,False,False,Stores rollup jobs.
rollupproperties,Rollup Properties,RollupProperties,False,False,Stores properties related to rollup fields.
routingrule,Routing Rule Set,RoutingRule,False,False,Define Routing Rule to route cases to right people at the right time
routingruleitem,Rule Item,RoutingRuleItem,False,False,Please provide the description for entity
runtimedependency,RuntimeDependency,RuntimeDependency,False,False,Form Level dependencies in CRM.
sa_suggestedaction,Suggested Action,sa_SuggestedAction,True,False,This table contains records of suggested actions with execution details.
sa_suggestedactioncriteria,Suggested Action Criteria,sa_SuggestedActionCriteria,True,False,This table contains records of suggested action criteria.
savedorginsightsconfiguration,Saved Organization Insights Configuration,SavedOrgInsightsConfiguration,False,False,Saved configuration for the organization insights
savingrule,Saving Rule,savingrule,True,False,
sdkmessagepair,Sdk Message Pair,SdkMessagePair,False,False,For internal use only.
sdkmessageprocessingstepsecureconfig,Sdk Message Processing Step Secure Configuration,SdkMessageProcessingStepSecureConfig,False,False,Non-public custom configuration that is passed to a plug-in's constructor.
searchattributesettings,SearchAttributeSettings,searchattributesettings,True,False,
searchcustomanalyzer,SearchCustomAnalyzer,searchcustomanalyzer,True,False,
searchrelationshipsettings,SearchRelationshipSettings,searchrelationshipsettings,True,False,
searchresultscache,SearchResultsCache,SearchResultsCache,True,False,Cache search results internally
searchtelemetry,Search Telemetry,searchtelemetry,True,False,Entity to log telemetry that used to improve search quality
sensitivitylabel,Sensitivity Label,sensitivitylabel,True,False,Virtual entity that represents Sensitivity Labels
sensitivitylabelattributemapping,Sensitivity Label Attribute Mapping,sensitivitylabelattributemapping,True,False,Sensitivity Label Attribute Mapping
serviceplan,Service Plan,ServicePlan,False,False,Service Plan
serviceplanappmodules,serviceplanappmodules,ServicePlanAppModules,True,False,
serviceplancustomcontrol,Service Plan Custom Control,ServicePlanCustomControl,True,False,Service Plan Custom Controls
serviceplanmapping,Service Plan Mapping,ServicePlanMapping,True,False,Service Plan Mapping
settingdefinition,Setting Definition,SettingDefinition,True,False,Contains Setting Definitions
sharedlinksetting,Shared Link Setting,SharedLinkSetting,True,False,Shared Link Setting
sharedobject,Shared Object,sharedobject,True,False,A record that is being shared in a real time collaboration session.
sharedobjectsforread,sharedobjectsforread,SharedObjectsForRead,False,False,
sharedworkspace,Shared Workspace,sharedworkspace,True,False,References a container that stores real-time collaboration data.
sharedworkspaceaccesstoken2,Shared Workspace Access Token,sharedworkspaceaccesstoken2,True,False,Contains information about the shared workspace access tokens.
sharedworkspacepool,Shared Workspace Pool,sharedworkspacepool,True,False,"Contains metadata about a container used to store real-time collaboration data. Once claimed, a sharedworkspace record would be created with copied metadata."
sharepointdata,SharePoint Data,SharePointData,False,False,"SharePoint's Data Corresponding to a user , Record , Location and Page"
sharepointdocument,Sharepoint Document,SharePointDocument,False,False,Document libraries or folders on a SharePoint server from where documents can be managed in Microsoft Dynamics 365.
sharepointdocumentlocation,Document Location,SharePointDocumentLocation,False,False,Document libraries or folders on a SharePoint server from where documents can be managed in Microsoft Dynamics 365.
sharepointmanagedidentity,SharePoint Managed Identity,SharePointManagedIdentity,True,False,"Entity representing a managed identity for SharePoint, used for authentication and authorization purposes."
sharepointsite,SharePoint Site,SharePointSite,False,False,SharePoint site from where documents can be managed in Microsoft Dynamics 365.
sideloadedaiplugin,SideloadedAIPlugin,sideloadedaiplugin,True,False,Sideloaded AIPlugins metadata.
signal,signal,signal,True,False,
signalregistration,signal registration,signalregistration,True,False,
sla,SLA,SLA,False,False,Contains information about the tracked service-level KPIs for cases that belong to different customers.
slaitem,SLA Item,SLAItem,False,False,Contains information about a tracked support KPI for a specific customer.
slakpiinstance,SLA KPI Instance,SLAKPIInstance,False,False,Service level agreement (SLA) key performance indicator (KPI) instance that is tracked for an individual case
socialactivity,Social Activity,SocialActivity,False,True,For internal use only.
socialinsightsconfiguration,SocialInsightsConfiguration,SocialInsightsConfiguration,False,False,Configuration for the social insights.
socialprofile,Social Profile,SocialProfile,False,False,This entity is used to store social profile information of its associated account and contacts on different social channels.
solutioncomponentattributeconfiguration,Solution Component Attribute Configuration,solutioncomponentattributeconfiguration,True,False,
solutioncomponentbatchconfiguration,Solution Component Batch Configuration,solutioncomponentbatchconfiguration,True,False,
solutioncomponentconfiguration,Solution Component Configuration,solutioncomponentconfiguration,True,False,
solutioncomponentdefinition,Solution Component Definition,SolutionComponentDefinition,False,False,Contains all the information required to process a solution aware entity
solutioncomponentrelationshipconfiguration,Solution Component Relationship Configuration,solutioncomponentrelationshipconfiguration,True,False,
solutionhistorydata,SolutionHistoryData,SolutionHistoryData,False,False,solution history data
sourcecontrolbranchconfiguration,Source Control Branch Configuration,SourceControlBranchConfiguration,True,False,Stores the source control branch configuration associated with the organization or solution
sourcecontrolcomponent,Source Control Component,SourceControlComponent,True,False,Stores the Source Control Components associated with the organization or solution
sourcecontrolcomponentpayload,Source Control Component Payload,SourceControlComponentPayload,True,False,Stores the Source Control Component Payloads associated with components.
sourcecontrolconfiguration,Source Control Configuration,SourceControlConfiguration,True,False,Stores the git configuration associated with the environment 
sqlencryptionaudit,sqlencryptionaudit,SqlEncryptionAudit,False,False,
stagedattributelookupvalue,Staged attribute lookup value,StagedAttributeLookupValue,True,False,Stores staged attribute lookup value metadata to be processed asynchronous.
stagedattributepicklistvalue,Staged attribute picklist value,StagedAttributePicklistValue,True,False,Stores staged attribute picklist value metadata to be processed asynchronous.
stagedentity,Staged Entity,StagedEntity,True,False,Stores staged entity metadata to be processed before fully created.
stagedentityattribute,Staged Entity Attribute,StagedEntityAttribute,True,False,Stores staged entity attribute metadata to be processed in async.
stagedentityrelationship,Staged entity relationship,StagedEntityRelationship,True,False,Stores staged entity replationship metadata to be processed asynchronous.
stagedentityrelationshiprelationships,Staged entity relationship relationships,StagedEntityRelationshipRelationships,True,False,Stores staged entity replationship relationships metadata to be processed asynchronous.
stagedentityrelationshiprole,Staged entity relationship role,StagedEntityRelationshipRole,True,False,Stores staged entity replationship role metadata to be processed asynchronous.
stagedmetadataasyncoperation,Staged Metadata Async Operation,StagedMetadataAsyncOperation,True,False,Stores staged entity metadata to be processed before fully created.
stagedoptionset,Staged optionset,StagedOptionSet,True,False,Stores staged option set metadata to be processed asynchronous.
stagedrelationship,Staged relationship,StagedRelationship,True,False,Stores staged replationship metadata to be processed asynchronous.
stagedrelationshipextracondition,Staged relationship,StagedRelationshipExtraCondition,True,False,Stores staged replationship metadata to be processed asynchronous.
stagedsourcecontrolcomponent,Staged Source Control Component,StagedSourceControlComponent,True,False,Stores the source control components that needs to be processed
stagedviewattribute,Staged relationship,StagedViewAttribute,True,False,Stores staged replationship metadata to be processed asynchronous.
stagesolutionupload,StageSolutionUpload,StageSolutionUpload,True,False,
subscription,Subscription,Subscription,False,False,For internal use only.
subscriptionmanuallytrackedobject,Subscription Manually Tracked Object,SubscriptionManuallyTrackedObject,False,False,For internal use only.
subscriptionsyncentryoffline,Subscription Sync Entry Offline,SubscriptionSyncEntryOffline,False,False,"Used for offline sync, internal use only."
subscriptionsyncentryoutlook,Subscription Sync Entry Outlook,SubscriptionSyncEntryOutlook,False,False,"Used for outlook sync, internal use only."
subscriptiontrackingdeletedobject,Tracking information for deleted entities,SubscriptionTrackingDeletedObject,False,False,For internal use only.
suggestioncardtemplate,SuggestionCardTemplate,SuggestionCardTemplate,False,False,Templates for Suggestion Card in Grid
supportusertable,SupportUserTable,supportusertable,True,False,
synapsedatabase,Synapse Database,synapsedatabase,True,False,This entity represents an external Synapse database and its associated datalake folder link.
synapselinkexternaltablestate,Synapse Link External Table State,synapselinkexternaltablestate,True,False,Synapse Link external table states
synapselinkprofile,Synapse Link Profile,synapselinkprofile,True,False,Synapse Link Profile
synapselinkprofileentity,Synapse Link Profile Entity,synapselinkprofileentity,True,False,Entities associated with the Synapse Link profile
synapselinkprofileentitystate,Synapse Link Profile Entity State,synapselinkprofileentitystate,True,False,Runtime state of the Synapse Link entity
synapselinkschedule,Synapse Link Schedule,synapselinkschedule,True,False,Synapse link schedules
syncattributemapping,Sync Attribute Mapping,SyncAttributeMapping,False,False,Group of Sync-Attribute Mappings used to provide Attribute mappings during sync for a particular user
syncattributemappingprofile,Sync Attribute Mapping Profile,SyncAttributeMappingProfile,False,False,Profile which defines sync attribute mapping
systemapplicationmetadata,System Application Metadata,SystemApplicationMetadata,False,False,For internal use only.
systemuserauthorizationchangetracker,SystemUserAuthorizationChangeTracker,SystemUserAuthorizationChangeTracker,False,False,Internal authorization table to track user authorization changes
systemuserbusinessunitentitymap,SystemUser BusinessUnit Entity Map,SystemUserBusinessUnitEntityMap,False,False,Stores mapping attributes for business units.
systemuserlicenses,systemuserlicenses,SystemUserLicenses,False,False,
systemusermanagermap,System User Manager Map,SystemUserManagerMap,False,False,For internal use only.
systemuserprincipals,System User Principal,SystemUserPrincipals,False,False,For internal use only.
systemuserprofiles,systemuserprofiles,SystemUserProfiles,False,False,
systemusersyncmappingprofiles,systemusersyncmappingprofiles,SystemUserSyncMappingProfiles,False,False,
tag,Tag,tag,True,False,
taggedflowsession,Tagged Flow Session,taggedflowsession,True,False,
taggedprocess,Tagged Process,taggedprocess,True,False,
task,Task,Task,False,True,Generic activity representing work needed to be done.
tdsmetadata,TdsMetadata,tdsmetadata,True,False,
teammembership,teammembership,TeamMembership,False,False,
teammobileofflineprofilemembership,TeamMobileOfflineProfileMembership,teammobileofflineprofilemembership,True,False,
teamprofiles,Team Profiles,TeamProfiles,False,False,Team Profiles
teamsyncattributemappingprofiles,Team Sync-Attribute Mapping Profiles,TeamSyncAttributeMappingProfiles,False,False,Team Sync-Attribute Mapping Profiles
territory,Territory,Territory,False,False,Territory represents sales regions.
textdatarecordsindexingstatus,TextDataRecordsIndexingStatus,textdatarecordsindexingstatus,True,False,Stores information about unstructured / text data records indexing status
theme,Theme,Theme,False,False,Information that's used to set custom visual theme options for client applications.
timestampdatemapping,Time Stamp Date Mapping,TimeStampDateMapping,False,False,For internal use only.`
toolinggateway,ToolingGateway,ToolingGateway,True,False,ToolingGateways component (For Internal use only)
toolinggatewaymcpserver,ToolingGatewayMCPServer,ToolingGatewayMCPServer,True,False,ToolingGatewayMCPServer component (For Internal use only)
traceassociation,Trace Association,TraceAssociation,False,False,Represents the objects with which a trace record is associated. For internal use only.
traceregarding,Trace Regarding,TraceRegarding,False,False,Represents which object a trace record is regarding. For internal use only.
trait,trait,trait,True,False,
traitregistration,trait registration,traitregistration,True,False,
transformationmapping,Transformation Mapping,TransformationMapping,False,False,"In a data map, maps the transformation of source attributes to Microsoft Dynamics 365 attributes."
transformationparametermapping,Transformation Parameter Mapping,TransformationParameterMapping,False,False,"In a data map, defines parameters for a transformation."
translationprocess,Translation Process,TranslationProcess,False,False,Translation Process Business Process Flow
unresolvedaddress,Unresolved Address,UnresolvedAddress,False,False,For internal use only.
unstructuredfilesearchentity,UnstructuredFileSearchEntity,unstructuredfilesearchentity,True,False,
unstructuredfilesearchrecord,UnstructuredFileSearchRecord,unstructuredfilesearchrecord,True,False,UnstructuredFileSearchRecord
unstructuredfilesearchrecordstatus,UnstructuredFileSearchRecordStatus,unstructuredfilesearchrecordstatus,True,False,UnstructuredFileSearchRecordStatus
untrackedemail,UntrackedEmail,UntrackedEmail,False,True,Activity that is delivered using UntrackedEmail protocols.
userform,User Dashboard,UserForm,False,False,User-owned dashboards.
usermapping,User Mapping,UserMapping,False,False,User Mapping
usermobileofflineprofilemembership,UserMobileOfflineProfileMembership,usermobileofflineprofilemembership,True,False,
userrating,User Rating,userrating,True,False,
usersearchfacet,User Search Facet,UserSearchFacet,False,False,
uxagentcomponent,UX Agent Component,uxagentcomponent,True,False,
uxagentcomponentrevision,UX Agent Component Revision,uxagentcomponentrevision,True,False,
uxagentproject,UX Agent Project,uxagentproject,True,False,Code projects generated by the UX Agent.
uxagentprojectfile,UX Agent Project File,uxagentprojectfile,True,False,Files under a UX Agent project.
viewasexamplequestion,ViewAsExampleQuestion,viewasexamplequestion,True,False,This fewshot is converted by view
virtualentitymetadata,Virtual Entity  Metadata,VirtualEntityMetadata,True,False,Holds  metadata values for virtual entities
wizardaccessprivilege,Web Wizard Access Privilege,WizardAccessPrivilege,False,False,Privilege needed to access a Web-based wizard.
wizardpage,Wizard Page,WizardPage,False,False,Page in a Web-based wizard.
workflowbinary,Workflow Binary,workflowbinary,True,False,
workflowcardconnections,workflowcardconnections,workflowcardconnections,True,False,
workflowmetadata,Workflow Metadata,WorkflowMetadata,True,False,Metadata associated with workflows
workflowwaitsubscription,Workflow Wait Subscription,WorkflowWaitSubscription,False,False,For internal use only.
workqueue,Work Queue,workqueue,True,False,
workqueueitem,Work Queue Item,workqueueitem,True,False,
